11,LTECH,SJST,-7,49.5,3,21,14,0,0,7,7,8,6,0
11,IDAHO,HAW,7,55,7,0,7,0,0,0,13,0,3,0
11,UNLV,COLST,1,48.5,10,7,7,14,0,7,6,7,15,0
11,ARZST,COL,-32,56.5,21,10,10,7,0,0,7,0,7,0
11,UCLA,CAL,4.5,51,0,17,0,14,0,7,0,7,0,0
11,AUB,MISS,-11,51,14,3,14,10,0,7,10,0,6,0
11,KENTY,MISST,10,42,3,3,3,7,0,14,7,7,0,0
11,TEXAS,KANS,-28,63.5,14,12,7,10,0,0,0,0,0,0
11,UTAH,OREST,-5.5,48.5,3,21,0,3,0,0,0,0,8,0
11,ARKST,NOTEX,-17.5,54,10,21,0,6,0,0,0,7,7,0
11,TXTCH,IOWST,-15.5,67,0,7,0,0,0,21,3,7,10,0
11,TENN,SOCAR,4,44,3,0,0,0,0,0,7,7,0,0
11,MTENN,ULLAF,-3,62.5,0,0,7,13,0,14,7,17,7,0
11,NMXST ,NEV ,14.5,60,6,21,0,7,0,7,13,14,14,0
11,USC ,STAN ,7.5,63,3,3,14,14,14,7,3,14,10,22
11,GATCH ,CLEM ,3.5,64.5,7,17,7,0,0,3,0,7,7,0
11,OHIST ,WISC ,8.5,48.5,0,3,14,16,0,7,0,7,15,0
11,UTEP ,SOMIS ,10,59,7,3,3,0,0,10,0,7,14,0
11,WASH ,ARZ ,-3.5,71.5,0,14,14,14,0,10,3,15,3,0
11,SDST ,WYOM ,-18.5,56.5,13,0,14,0,0,14,16,0,0,0
11,ARKST,FLINT,-3.5,54.5,0,6,7,21,0,3,3,10,0,0
11,UAB,CENFL,17,45,7,9,0,10,0,14,0,0,10,0
11,ARZ,UCLA,-4.5,61.5,14,28,3,3,0,7,0,0,5,0
11,LOU,RUTG,-1,41.5,7,0,9,0,0,0,7,0,7,0
11,SYR,WVIRG,14,60.5,7,14,14,14,0,3,6,7,7,0
11,SOFLA,CIN,-3,54,7,3,17,7,0,7,3,7,20,0
11,KENTY,JACST,-12,,7,17,0,14,0,0,7,0,7,0
11,MISOU,OKLST,5.5,68.5,3,14,0,7,0,14,10,14,7,0
11,CLEM,NCAR,-9.5,55,10,14,35,0,0,7,10,7,14,0
11,BUFF,NOILL,14,62.5,3,7,0,20,0,3,14,14,0,0
11,IOWA,IND,-23,54.5,14,21,3,7,0,7,7,3,7,0
11,KANS,KANST,10.5,58,0,14,0,7,0,7,24,21,7,0
11,PURD,ILL,3,49,7,14,0,0,0,0,0,0,14,0
11,MISS,ARK,14.5,58.5,3,14,0,7,0,0,7,19,3,0
11,DUKE,WFRST,3,60,0,3,10,10,0,7,10,0,7,0
11,EMICH,WMICH,12,56,0,7,0,7,0,0,0,7,3,0
11,BALST,CMICH,-2.5,55,0,3,21,7,0,10,7,3,7,0
